capcode,capcode_short,discipline,service,region,region_code,location,station,unit_type,unit_type_name,callsign,unit_number,description,remark,status,confidence,sources,source_urls
000502654,0502654,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,TS,,TS-51-12,,Coevorden - TS 51-12,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502655,0502655,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,HW,,AL-51-51,,Coevorden - AL 51-51,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502656,0502656,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,AL,,WO-51-52,,Coevorden - WO 51-52,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502657,0502657,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,PM,,PM-51-81,,Coevorden - PM 51-81,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502658,0502658,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,,,,,Coevorden - Ventilator,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502659,0502659,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,TS,,TS-52-11,,Sleen - TS 52-11,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502660,0502660,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,PM,,PM-52-81,,Sleen - PM 52-81,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502661,0502661,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,TS,,TS-53-11,,Schoonoord - TS 53-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502662,0502662,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,PM,,PM-53-81,,Schoonoord - PM 53-81,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502663,0502663,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,TS,,TS-54-11,,Zweeloo - TS 54-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502664,0502664,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,PM,,PM-03-8806,,Zweeloo - PM 54-81,,conflict,low,bommel;tomzulu,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502665,0502665,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,TS,,TS-55-11,,Zwinderen - TS 55-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502666,0502666,Brandweer,Brandweer,Drenthe,,Coevorden,Coevorden,PM,,PM-55-81,,Zwinderen - PM 55-81,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502667,0502667,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,HA,,HA-60-41,,Noordwijk-regio - HA 60-41,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502668,0502668,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,HA,,HA-60-42,,Vledder-regio - HA 60-42,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502669,0502669,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,VW,,VW-60-89,,Havelte-regio - VW 60-89,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502670,0502670,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,OD,,OD-03-8993,,OVD ZW - VC3-OD 60-91,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502671,0502671,Brandweer,Brandweer,Drenthe,,Meppel,Meppel,OD,,OD-60-92,,OVD ZW - DA-OD 60-92,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502672,0502672,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,OD,,OD-60-93,,OVD ZW - DA-OD 60-93,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502673,0502673,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,OD,,OD-60-94,,OVD ZW - DA-OD 60-94,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502674,0502674,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,Regio VC2D 60-99,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502675,0502675,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,Regio BMA-opl 60A01,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502676,0502676,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,,,,,Zuidwolde-regio - DPA 60A39,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502677,0502677,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,,,,,Noordwijk-regio - DPH 60H31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502678,0502678,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,,,,,Vledder-regio - DPH 60H32,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502679,0502679,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,,,,,Zuidwolde-regio - SLH 60H69,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502680,0502680,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,,,,,Noordwijk-regio - HVH-bs 60H71,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502681,0502681,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,,,,,Vledder-regio - HVH-bs 60H72,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502682,0502682,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,,,,,Zuidwolde-regio - HVH-sp 60H79,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502683,0502683,Brandweer,Brandweer,Drenthe,,,,,,,,Regio ZW - OWK 60W11,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502684,0502684,Brandweer,Brandweer,Drenthe,,,,,,,,Regio ZW - OWK 60W12,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502685,0502685,Brandweer,Brandweer,Drenthe,,,,,,,,Regio ZW - OWK 60W13,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502686,0502686,Brandweer,Brandweer,Drenthe,,,,,,,,Regio ZW - OWK 60W14,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502687,0502687,Brandweer,Brandweer,Drenthe,,,,,,,,Regio ZW - OWK 60W21,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502688,0502688,Brandweer,Brandweer,Drenthe,,,,,,,,Regio ZW - OWK 60W22,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502689,0502689,Brandweer,Brandweer,Drenthe,,,,,,,,Regio ZW - OWK 60W23,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502690,0502690,Brandweer,Brandweer,Drenthe,,,,,,,,Regio ZW - OWK 60W24,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502691,0502691,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,DA,,DA-61-01,,DA 61-01,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502692,0502692,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,DA,,DA-61-02,,DA 61-02,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502693,0502693,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,DA,,DA-61-03,,DA 61-03,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502694,0502694,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,DA,,DA-61-04,,DA 61-04,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502695,0502695,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,TS,,TS-61-11,,TS 61-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502696,0502696,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,TS,,TS-61-12,,TS 61-12,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502697,0502697,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,PM,,PM-61-31,,PM 61-31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502698,0502698,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,HA,,HA-61-41,,HA 61-41,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502699,0502699,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,HA,,HA-61-42,,HA 61-42,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502700,0502700,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,AL,,AL-61-51,,AL 61-51,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502701,0502701,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,WO,,WO-61-52,,WO 61-52,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502702,0502702,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,SB,,SB-61-61,,SB 61-61,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502703,0502703,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,DB,,DB-61-81,,DB 61-81,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502704,0502704,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,BRV,,BRV-61-82,,BRV 61-82,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502705,0502705,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,DA,,DA-61-91,,DA 61-91,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502706,0502706,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,LIA 61A01,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502707,0502707,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,BMA-opl 61A02,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502708,0502708,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,MSA 61A31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502709,0502709,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,PBA 61A61,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502710,0502710,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,KZA 61A62,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502711,0502711,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,AA 61A81,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502712,0502712,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,WOA 61A82,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502713,0502713,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,HVH 61H71,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502714,0502714,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,Veetakel,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502715,0502715,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,BMH-VZ 61H81,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502716,0502716,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,Ventilator,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502717,0502717,Brandweer,Brandweer,Drenthe,,Hoogeveen,Hoogeveen,,,,,Oilbooms,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502718,0502718,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,TS,,TS-63-11,,Noordwijk - TS 63-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502719,0502719,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,AS,,AS-63-31,,Noordwijk - AS 63-31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502720,0502720,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,WTH,,WTH-03-9066,,Noordwijk - TWH 63H61,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502721,0502721,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,NB,,TS-64-11,,Ruinen - TS 64-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502722,0502722,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,WT,,TW-64-61,,Ruinen - TW 64-61,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502723,0502723,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,GM,,GM-64-71,,Ruinen - GM 64-71,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502724,0502724,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,DA,,DA-65-01,,Ruinerwold - DA 65-01,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502725,0502725,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,TS,,TS-65-11,,Ruinerwold - TS 65-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502726,0502726,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,TS,,TS-66-11,,Zuidwolde - TS 66-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502727,0502727,Brandweer,Brandweer,Drenthe,,De Wolden,De Wolden,PM,,PM-66-81,,Zuidwolde - PM 66-81,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502728,0502728,Brandweer,Brandweer,Drenthe,,Meppel,Meppel,TS,,TS-71-11,,TS 71-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502729,0502729,Brandweer,Brandweer,Drenthe,,Meppel,Meppel,TS,,TS-71-12,,TS 71-12,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502730,0502730,Brandweer,Brandweer,Drenthe,,Meppel,Meppel,TS,,TS-71-13,,TS 71-13,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502731,0502731,Brandweer,Brandweer,Drenthe,,Meppel,Meppel,TS,,TS-71-21,,TS 71-21,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502732,0502732,Brandweer,Brandweer,Drenthe,,Meppel,Meppel,HW,,AL-71-51,,AL 71-51,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502733,0502733,Brandweer,Brandweer,Drenthe,,Meppel,Meppel,HV,,HV-71-71,,HV 71-71,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502734,0502734,Brandweer,Brandweer,Drenthe,,Meppel,Meppel,PM,,PM-71-81,,PM 71-81,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502735,0502735,Brandweer,Brandweer,Drenthe,,Meppel,Meppel,BRV,,BRV-71-82,,BRV 71-82,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502736,0502736,Brandweer,Brandweer,Drenthe,,Meppel,Meppel,,,,,MSA 71A31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502737,0502737,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,TS,,TS-73-11,,Diever - TS 73-11,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502738,0502738,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,PM,,PM-73-81,,Diever - PM 73-81,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502739,0502739,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,,,,,Havelte - TWH 73H61,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502740,0502740,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,NB,,TS-74-11,,Dwingeloo - TS 74-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502741,0502741,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,PM,,PM-74-31,,Dwingeloo - PM 74-31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502742,0502742,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,,,,,Dwingeloo - MSA 74A31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502743,0502743,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,NB,,TS-75-11,,Havelte - TS 75-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502744,0502744,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,PM,,PM-75-31,,Havelte - PM 75-31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502745,0502745,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,,,,,Havelte - MSA 75A31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502746,0502746,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,NB,,TS-76-11,,Vledder - TS 76-11,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502747,0502747,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,PM,,PM-76-31,,Vledder - PM 76-31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502748,0502748,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,,,,,Vledder - BMA-opl 76A01,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502749,0502749,Brandweer,Brandweer,Drenthe,,Westerveld,Westerveld,,,,,Vledder - MSA 76A31,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502750,0502750,Brandweer,Brandweer,Drenthe,,Groningen Airport,Groningen Airport,CT,,CT-81-61,,Bedr.brandweer - CT 81-61,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502751,0502751,Brandweer,Brandweer,Drenthe,,Groningen Airport,Groningen Airport,CT,,CT-81-62,,Bedr.brandweer - CT 81-62,,conflict,low,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=1300538908;https://p2000.bommel.net/cap2csv.php
000502752,0502752,Brandweer,Brandweer,Drenthe,,Groningen Airport,Groningen Airport,CT,,CT-81-63,,Bedr.brandweer - CT 81-63,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502753,0502753,Brandweer,Brandweer,Drenthe,,Groningen Airport,Groningen Airport,SAV,,SAV-81-64,,Bedr.brandweer - SAV 81-64,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502754,0502754,Brandweer,Brandweer,Drenthe,,Defensie,Defensie,TS,,TS-82-21,,Bedr.brandweer Veenhuizen - TS 82-21,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502755,0502755,Brandweer,Brandweer,Drenthe,,Defensie,Defensie,TS,,TS-83-21,,Bedr.brandweer - TS 83-21,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502756,0502756,Brandweer,Brandweer,Drenthe,,Defensie,Defensie,TS,,TS-84-21,,Bedr.brandweer - TS 84-21,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000502757,0502757,Brandweer,Brandweer,Drenthe,,Defensie,Defensie,TS,,TS-85-21,,Bedr.brandweer - TS 85-21,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
